century,cod,0.027469886137321962
wave,expansion,0.027469886137321962
theory,evolution,0.027469886137321962
erectus,turn,0.027469886137321962
struggle,existence,0.027469886137321962
fossil,record,0.027469886137321962
world,world,0.027469886137321962
bridge,daughter,0.027469886137321962
member,pair,0.027469886137321962
way,way,0.013734943068660981
something,share,0.013734943068660981
ancestor,ancestor,0.013734943068660981
light,savanna,0.013734943068660981
baboon,living,0.013734943068660981
model,sort,0.013734943068660981
baboon,model,0.013734943068660981
number,tool,0.013734943068660981
use,power,0.013734943068660981
warfare,communication,0.013734943068660981
language,laboratory,0.013734943068660981
index,self-awareness,0.013734943068660981
evidence,course,0.013734943068660981
branch,rest,0.013734943068660981
primate,tree,0.013734943068660981
selection,chimpanzee,0.013734943068660981
touchstone,evolution,0.013734943068660981
improvement,baboon,0.013734943068660981
aspect,superiority,0.013734943068660981
state,size,0.013734943068660981
panther\'s,whereas,0.013734943068660981
weaponry,dimorphism,0.013734943068660981
chimpanzee,male,0.013734943068660981
chimpanzee,\r\nenter,0.013734943068660981
bonobo,primate,0.013734943068660981
sex,aggression,0.013734943068660981
life,ape,0.013734943068660981
attention,sex,0.013734943068660981
behavior,category,0.013734943068660981
bonobo,part,0.013734943068660981
engage,sex,0.013734943068660981
partner,female-juvenile,0.013734943068660981
frequency,contact,0.013734943068660981
rate,reproduction,0.013734943068660981
chimpanzee,female,0.013734943068660981
combination,appetite,0.013734943068660981
reproduction,sex,0.013734943068660981
trait,purpose,0.013734943068660981
sex,procreation,0.013734943068660981
size,fact,0.013734943068660981
regularly?,hence,0.013734943068660981
effect,people?,0.013734943068660981
survive,inland,0.013734943068660981
food,food,0.013734943068660981
eat,sagas?,0.013734943068660981
barren,winter,0.013734943068660981
air,weight,0.013734943068660981
woodlike,plank,0.013734943068660981
hardtack,day,0.013734943068660981
surplus,fish,0.013734943068660981
advantage:,product,0.013734943068660981
year,cod,0.013734943068660981
trade,cod's,0.013734943068660981
habitat,world,0.013734943068660981
sun,sea,0.013734943068660981
salt,food,0.013734943068660981
idea,trade,0.013734943068660981
meat;,salt,0.013734943068660981
whale,part,0.013734943068660981
whale,tongue,0.013734943068660981
twentieth-century,refrigerator,0.013734943068660981
food,curse,0.013734943068660981
trade,whale,0.013734943068660981
marriage,cod,0.013734943068660981
whale,meat,0.013734943068660981
fish,item,0.013734943068660981
cod,humid,0.013734943068660981
weather,miracle,0.013734943068660981
discovery,process,0.013734943068660981
fish,both--and,0.013734943068660981
flesh,age,0.013734943068660981
refrigeration,bland,0.013734943068660981
meat,cod,0.013734943068660981
growth,rain,0.013734943068660981
ground,level,0.013734943068660981
foliage,floor,0.013734943068660981
environment,ground,0.013734943068660981
level,reason,0.013734943068660981
canopy,research,0.013734943068660981
floor:,biodiversity,0.013734943068660981
growth,majority,0.013734943068660981
canopy,curiosity,0.013734943068660981
canopy,plethora,0.013734943068660981
career,fact,0.013734943068660981
monkey,telephoto,0.013734943068660981
cliff,eye,0.013734943068660981
level,none,0.013734943068660981
collection,\r\n,0.013734943068660981
climb,date,0.013734943068660981
mother\'s,birthday,0.013734943068660981
tree,coachwood,0.013734943068660981
family,fortune,0.013734943068660981
rain,forest,0.013734943068660981
sprawl,site,0.013734943068660981
photosynthesis,proximity,0.013734943068660981
study,timber,0.013734943068660981
waxy,spelunking,0.013734943068660981
club,hardware,0.013734943068660981
ignorance,harness,0.013734943068660981
hand,advice,0.013734943068660981
debate,extinction,0.013734943068660981
rock,record,0.013734943068660981
history,event,0.013734943068660981
cause,dinosaur,0.013734943068660981
episode,activity,0.013734943068660981
planet,location,0.013734943068660981
configuration,lava,0.013734943068660981
evidence,end,0.013734943068660981
event,environment,0.013734943068660981
extinction,dinosaurs?,0.013734943068660981
\r\nor,extinction,0.013734943068660981
impact,comet,0.013734943068660981
hypothesis,scenario,0.013734943068660981
impact,cloud,0.013734943068660981
debris,orbit,0.013734943068660981
earth,cloud,0.013734943068660981
light,death,0.013734943068660981
extinction,hypothesis,0.013734943068660981
press,community,0.013734943068660981
middle,phase,0.013734943068660981
history,stake,0.013734943068660981
view,change,0.013734943068660981
thinking,change,0.013734943068660981
impact,hypothesis,0.013734943068660981
history,life,0.013734943068660981
order,suborder,0.013734943068660981
cosmopolitan,jacanas,0.013734943068660981
basis,crane,0.013734943068660981
grus,crane,0.013734943068660981
heron,century,0.013734943068660981
heron,crane,0.013734943068660981
crane,companion,0.013734943068660981
association,flight,0.013734943068660981
distance,nothing,0.013734943068660981
neck,flight,0.013734943068660981
display,deficiency,0.013734943068660981
inner,trailing,0.013734943068660981
bird,bird\'s,0.013734943068660981
crane,r,0.013734943068660981
squawks,ground,0.013734943068660981
manner,hind,0.013734943068660981
toe,hallux,0.013734943068660981
cockspur,genus,0.013734943068660981
toe,balance,0.013734943068660981
perching,habit,0.013734943068660981
genus,sense,0.013734943068660981
anatomy,behavior,0.013734943068660981
form,head,0.013734943068660981
share,demoiselle,0.013734943068660981
genus,head,0.013734943068660981
area,comb,0.013734943068660981
skin\x97bright,crimson,0.013734943068660981
blood,breeding,0.013734943068660981
migratory,face,0.013734943068660981
neck,sarus,0.013734943068660981
brolga,pair,0.013734943068660981
courtship,mating,0.013734943068660981
issue,speech,0.013734943068660981
hypothesis--that,humanlike,0.013734943068660981
theory,population,0.013734943068660981
theory,erectus,0.013734943068660981
foremost,proponent,0.013734943068660981
theory,premise,0.013734943068660981
shape,teeth,0.013734943068660981
erectus,population,0.013734943068660981
case,fact,0.013734943068660981
characteristics--our,child,0.013734943068660981
language,age,0.013734943068660981
work,subject,0.013734943068660981
fashion,world,0.013734943068660981
explanation,gene,0.013734943068660981
flow,evolution,0.013734943068660981
mating,human,0.013734943068660981
evolution,erectus,0.013734943068660981
case,hypothesis,0.013734943068660981
example,humans;,0.013734943068660981
world,beings;,0.013734943068660981
fact,evidence,0.013734943068660981
theory,collaborative,0.013734943068660981
study,al,0.013734943068660981
case,argument,0.013734943068660981
list,erectus,0.013734943068660981
debate,shape,0.013734943068660981
incisor,degree,0.013734943068660981
fossil,world,0.013734943068660981
genius,drug,0.013734943068660981
infection,use,0.013734943068660981
sulphonamide,prototype,0.013734943068660981
science,era,0.013734943068660981
enlightenment,revolution,0.013734943068660981
antituberculosis,streptomycin,0.013734943068660981
acid,proliferation,0.013734943068660981
infection,stage,0.013734943068660981
acceleration,living,0.013734943068660981
treatments:,idoxyuridine,0.013734943068660981
metabolite,virugon,0.013734943068660981
influenza;,methisazone,0.013734943068660981
treatment,smallpox,0.013734943068660981
line,body\'s,0.013734943068660981
promise,\r\nthe,0.013734943068660981
spirit,optimism,0.013734943068660981
speech,appropriation,0.013734943068660981
campaign,cure,0.013734943068660981
cancer,time,0.013734943068660981
kind,effort,0.013734943068660981
atom,man,0.013734943068660981
moon,disease,0.013734943068660981
\r\ngone,fear,0.013734943068660981
infection,war,0.013734943068660981
cancer,zeitgeist,0.013734943068660981
opinion,meeting,0.013734943068660981
state,health,0.013734943068660981
umbrella,year,0.013734943068660981
smallpox,plague,0.013734943068660981
polio,diphtheria,0.013734943068660981
direction,\r\n',0.013734943068660981
idea,degeneration,0.013734943068660981
depiction,origin,0.013734943068660981
father,anthropology,0.013734943068660981
record,civilization,0.013734943068660981
region,process,0.013734943068660981
degeneration,stock,0.013734943068660981
demise,century,0.013734943068660981
notion,invasion,0.013734943068660981
race,theme,0.013734943068660981
progress,thought,0.013734943068660981
level,acceptance,0.013734943068660981
reality,evolution,0.013734943068660981
impact,life,0.013734943068660981
creation,motif,0.013734943068660981
hierarchy,life\'s,0.013734943068660981
image,divine,0.013734943068660981
creator,arrangement,0.013734943068660981
life,paleontology,0.013734943068660981
succession,life,0.013734943068660981
simplest,example,0.013734943068660981
succession,thence,0.013734943068660981
proof,descent,0.013734943068660981
modification,agent,0.013734943068660981
history,death,0.013734943068660981
patient,home,0.013734943068660981
continent,set,0.013734943068660981
viruses;,machine,0.013734943068660981
\r\nscience,anything,0.013734943068660981
case,life,0.013734943068660981
contrast,man,0.013734943068660981
existence,animal,0.013734943068660981
whale,evolution,0.013734943068660981
view,origin,0.013734943068660981
manner,life,0.013734943068660981
chance,principle,0.013734943068660981
inheritance,variety,0.013734943068660981
form,part,0.013734943068660981
thesis,clues-from,0.013734943068660981
geography\x97differ,case,0.013734943068660981
